route_id,time_s,provider,margin_dB,运输架次编号,保障主体
K000014,6144.442416729254,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6157.366642303921,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6170.290867878587,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6170.290867878587,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6170.290867878589,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6209.210570027025,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6209.210570027025,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6449.210570027025,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6449.210570027025,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6481.643655150723,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6481.643655150723,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6481.643655150725,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6494.567880725393,Q3-R005,1.510270339039721,Q3-T014,Q3-R003
K000014,6507.49210630006,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6533.340557449395,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6546.264783024063,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6559.189008598731,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6572.113234173398,Q3-R001,10.978824655493412,Q3-T014,Q3-R002
K000014,6620.06136322205,G01,0.0,Q3-T014,G01
K000014,6623.810136472069,G01,0.1236080194762507,Q3-T014,G01
K000014,6662.944890405296,G01,1.5296452982539392,Q3-T014,G01
K000014,6882.294647965417,G01,29.3964249671518,Q3-T014,G01
K000014,6882.294647965417,G01,29.3964249671518,Q3-T014,G01
K000014,7059.934350113855,G01,45.92517525248826,Q3-T014,G01
K000015,5867.439194949489,G01,45.92517525248826,Q3-T015,G01
K000015,5975.654861453396,G01,33.968262608738186,Q3-T015,G01
K000015,5975.654861453396,G01,33.968262608738186,Q3-T015,G01
K000015,6238.878524867169,G01,10.000000000000014,Q3-T015,G01
K000015,6344.904581275658,G01,7.068669443453516,Q3-T015,G01
K000015,6348.029891158714,G01,6.995610149400463,Q3-T015,G01
K000015,6371.279561262962,Q3-R001,4.860196219587095,Q3-T015,Q3-R002
K000015,6424.02952123757,Q3-R001,3.979036172521191,Q3-T015,Q3-R002
K000015,6463.591991218527,Q3-R001,3.2236662422193376,Q3-T015,Q3-R002
K000015,6476.779481212179,Q3-R001,2.964148209956747,Q3-T015,Q3-R002
K000015,6489.966971205829,Q3-R001,2.7031289399194947,Q3-T015,Q3-R002
K000015,6489.966971205829,Q3-R001,2.7031289399194947,Q3-T015,Q3-R002
