pattern,zone,vehicle,nbox,mass,volume,combinations,ub,prep_load_s,handoff_s,operation_s,battery,rho_crit,energy,horizontal_energy,climb_energy,out_s,back_s,fly_s,counts
P00106,S001,C,4,37.0,0.101,112,2,420.0,324.0,1362.1750458620231,8.0,0.7308286294602344,2.153370964318125,2.0710014860298562,0.08236947828826904,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T3"": 2}"
P00107,S001,C,5,51.0,0.128,224,2,450.0,360.0,1428.1750458620231,8.0,0.7094671337092833,2.3242629303257343,2.234191570543579,0.09007135978215539,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T3"": 3}"
P00108,S001,C,6,65.0,0.155,280,2,480.0,396.0,1494.1750458620231,8.0,0.6763691681290548,2.5890466549675617,2.4912734136915202,0.09777324127604169,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T3"": 4}"
P00109,S001,C,7,79.0,0.182,224,1,510.0,432.0,1560.1750458620231,8.0,0.6202825535541924,3.037739571566461,2.9322644487965333,0.10547512276992797,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T3"": 5}"
P00110,S001,C,3,17.0,0.075,12,2,390.0,288.0,1296.1750458620231,8.0,0.7496135334369678,2.003091732504258,1.931724942064398,0.07136679043986004,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 1}"
P00111,S001,C,4,31.0,0.10200000000000001,96,2,420.0,324.0,1362.1750458620231,8.0,0.737657356901323,2.0987411447894164,2.01967247285567,0.07906867193374635,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 1}"
P00112,S001,C,5,45.0,0.129,336,2,450.0,360.0,1428.1750458620231,8.0,0.7197025011897364,2.2423799904821085,2.155609437054476,0.08677055342763267,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 2}"
P00113,S001,C,6,59.0,0.156,672,2,480.0,396.0,1494.1750458620231,8.0,0.6924758232601078,2.460193413919138,2.365720978997619,0.09447243492151898,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 3}"
P00114,S001,C,7,73.0,0.183,840,2,510.0,432.0,1560.1750458620231,8.0,0.6484067459021121,2.8127460327831026,2.7105717163676974,0.10217431641540528,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 4}"
P00115,S001,C,4,25.0,0.10300000000000001,12,1,420.0,324.0,1362.1750458620231,8.0,0.743407717271855,2.05273826182516,1.9769703962459362,0.07576786557922363,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 2}"
P00116,S001,C,5,39.0,0.13,96,1,450.0,360.0,1428.1750458620231,8.0,0.7282815460041157,2.173747631967075,2.090277884893965,0.08346974707310997,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 1}"
P00117,S001,C,6,53.0,0.157,336,1,480.0,396.0,1494.1750458620231,8.0,0.7056176178094054,2.3550590575247576,2.2638874289577613,0.09117162856699626,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 2}"
P00118,S001,C,7,67.0,0.184,672,1,510.0,432.0,1560.1750458620231,8.0,0.6701750268984143,2.638599784812685,2.5397262747518026,0.09887351006088257,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 3}"
P00119,S001,C,5,33.0,0.131,4,1,450.0,360.0,1428.1750458620231,8.0,0.7355090360194685,2.1159277118442525,2.0357587711256655,0.08016894071858725,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 3}"
P00120,S001,C,6,47.0,0.158,32,1,480.0,396.0,1494.1750458620231,8.0,0.7164929365582826,2.268056507533739,2.1801856853212653,0.08787082221247357,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 1}"
P00121,S001,C,7,61.0,0.185,112,1,510.0,432.0,1560.1750458620231,8.0,0.6874790860534832,2.500167311572135,2.404594607865775,0.0955727037063599,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 2}"
P00122,S001,C,8,75.0,0.21200000000000002,224,1,540.0,468.0,1626.1750458620231,8.0,0.6398602741910409,2.881117806471673,2.777843221271427,0.1032745852002462,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 3}"
P00123,S001,C,3,15.0,0.082,2,1,390.0,288.0,1296.1750458620231,8.0,0.7509218512326492,1.9926251901388061,1.922358668483787,0.07026652165501915,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2}"
P00124,S001,C,4,29.0,0.109,16,1,420.0,324.0,1362.1750458620231,8.0,0.73968636344378,2.0825090924497593,2.0045406893008537,0.07796840314890545,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T3"": 1}"
P00125,S001,C,5,43.0,0.136,56,1,450.0,360.0,1428.1750458620231,8.0,0.7227290323738997,2.2181677410088025,2.1324974563660106,0.08567028464279178,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T3"": 2}"
P00126,S001,C,6,57.0,0.163,112,1,480.0,396.0,1494.1750458620231,8.0,0.6971458471275669,2.422833222979465,2.3294610568427867,0.09337216613667806,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T3"": 3}"
P00127,S001,C,7,71.0,0.19,140,1,510.0,432.0,1560.1750458620231,8.0,0.6562568230269212,2.74994541578463,2.6488713681540657,0.10107404763056438,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T3"": 4}"
P00128,S001,C,4,23.0,0.11,6,1,420.0,324.0,1362.1750458620231,8.0,0.7451089421556459,2.0391284627548325,1.9644608659604497,0.07466759679438273,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 1}"
P00129,S001,C,5,37.0,0.137,48,1,450.0,360.0,1428.1750458620231,8.0,0.7308286294602344,2.153370964318125,2.0710014860298562,0.08236947828826904,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 1}"
P00130,S001,C,6,51.0,0.164,168,1,480.0,396.0,1494.1750458620231,8.0,0.7094671337092833,2.3242629303257343,2.234191570543579,0.09007135978215539,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 2}"
P00131,S001,C,7,65.0,0.191,336,1,510.0,432.0,1560.1750458620231,8.0,0.6763691681290548,2.5890466549675617,2.4912734136915202,0.09777324127604169,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 3}"
P00132,S001,C,8,79.0,0.21800000000000003,420,1,540.0,468.0,1626.1750458620231,8.0,0.6202825535541924,3.037739571566461,2.9322644487965333,0.10547512276992797,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 4}"
P00133,S001,C,5,31.0,0.138,6,1,450.0,360.0,1428.1750458620231,8.0,0.737657356901323,2.0987411447894164,2.01967247285567,0.07906867193374635,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 2}"
P00134,S001,C,6,45.0,0.165,48,1,480.0,396.0,1494.1750458620231,8.0,0.7197025011897364,2.2423799904821085,2.155609437054476,0.08677055342763267,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 1}"
P00135,S001,C,7,59.0,0.192,168,1,510.0,432.0,1560.1750458620231,8.0,0.6924758232601078,2.460193413919138,2.365720978997619,0.09447243492151898,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 2}"
P00136,S001,C,8,73.0,0.21900000000000003,336,1,540.0,468.0,1626.1750458620231,8.0,0.6484067459021121,2.8127460327831026,2.7105717163676974,0.10217431641540528,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 3}"
P00137,S001,C,6,39.0,0.166,2,1,480.0,396.0,1494.1750458620231,8.0,0.7282815460041157,2.173747631967075,2.090277884893965,0.08346974707310997,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 3}"
P00138,S001,C,7,53.0,0.193,16,1,510.0,432.0,1560.1750458620231,8.0,0.7056176178094054,2.3550590575247576,2.2638874289577613,0.09117162856699626,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 1}"
P00139,S001,C,8,67.0,0.22000000000000003,56,1,540.0,468.0,1626.1750458620231,8.0,0.6701750268984143,2.638599784812685,2.5397262747518026,0.09887351006088257,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 1, ""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 2}"
P00140,S001,A,2,6.0,0.024,1,1,360.0,210.0,1250.9069627433817,4.5,0.7382020784603023,1.1780906469286396,1.1126866159130315,0.06540403101560806,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 2}"
P00141,S001,B,2,6.0,0.024,1,1,360.0,210.0,1149.1061758262158,4.0,0.7622657540204665,0.9509369839181343,0.8899688975211753,0.0609680863969591,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 2}"
P00142,S001,C,2,6.0,0.024,1,1,360.0,252.0,1230.1750458620231,8.0,0.7555970554531589,1.9552235563747289,1.8899082442514938,0.06531531212323508,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2}"
P00143,S001,A,3,20.0,0.051000000000000004,8,1,390.0,240.0,1310.9069627433817,4.5,0.7190304139697359,1.2643631371361888,1.1912572246266944,0.07310591250949437,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 2, ""S001:T3"": 1}"
P00144,S001,B,3,20.0,0.051000000000000004,8,1,390.0,240.0,1209.1061758262158,4.0,0.731501073093876,1.073995707624496,1.0053257397336506,0.06866996789084541,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 2, ""S001:T3"": 1}"
P00145,S001,C,3,20.0,0.051000000000000004,8,1,390.0,288.0,1296.1750458620231,8.0,0.7474712865193069,2.0202297078455445,1.9472125142284231,0.07301719361712139,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T3"": 1}"
P00146,S001,C,4,34.0,0.078,28,1,420.0,324.0,1362.1750458620231,8.0,0.7343882092626164,2.124894325899069,2.044175250788061,0.0807190751110077,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T3"": 2}"
P00147,S001,C,5,48.0,0.10500000000000001,56,1,450.0,360.0,1428.1750458620231,8.0,0.7148152154644616,2.2814782762843073,2.193057319679413,0.08842095660489402,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T3"": 3}"
P00148,S001,C,6,62.0,0.132,70,1,480.0,396.0,1494.1750458620231,8.0,0.6848481009521692,2.521215192382646,2.4250923542838656,0.09612283809878032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T3"": 4}"
P00149,S001,C,7,76.0,0.159,56,1,510.0,432.0,1560.1750458620231,8.0,0.6352970561860677,2.9176235505114585,2.813798830918792,0.10382471959266666,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T3"": 5}"
P00150,S001,A,3,14.0,0.052000000000000005,3,1,390.0,240.0,1310.9069627433817,4.5,0.7289905357101161,1.2195425893044773,1.1497374831495057,0.06980510615497167,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 2, ""S001:T2"": 1}"
P00151,S001,B,3,14.0,0.052000000000000005,3,1,390.0,240.0,1209.1061758262158,4.0,0.7482528485808796,1.0069886056764816,0.9416194441401589,0.0653691615363227,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 2, ""S001:T2"": 1}"
P00152,S001,C,3,14.0,0.052000000000000005,3,1,390.0,288.0,1296.1750458620231,8.0,0.7515402254649933,1.9876781962800534,1.9179618090174546,0.06971638726259868,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 1}"
P00153,S001,C,4,28.0,0.079,24,1,420.0,324.0,1362.1750458620231,8.0,0.740657870784402,2.074737033724784,1.997318764968299,0.077418268756485,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 1, ""S001:T3"": 1}"
P00154,S001,C,5,42.0,0.10600000000000001,84,1,450.0,360.0,1428.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 1, ""S001:T3"": 2}"
P00155,S001,C,6,56.0,0.133,168,1,480.0,396.0,1494.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 1, ""S001:T3"": 3}"
P00156,S001,C,7,70.0,0.16,210,1,510.0,432.0,1560.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 1, ""S001:T3"": 4}"
P00157,S001,C,4,22.0,0.08,3,1,420.0,324.0,1362.1750458620231,8.0,0.7459212951109375,2.0326296391124994,1.958512176710537,0.07411746240196229,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 2}"
P00158,S001,C,5,36.0,0.10700000000000001,24,1,450.0,360.0,1428.1750458620231,8.0,0.7320489415604572,2.143608467516342,2.0617891236204935,0.0818193438958486,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 2, ""S001:T3"": 1}"
P00159,S001,C,6,50.0,0.134,84,1,480.0,396.0,1494.1750458620231,8.0,0.7113043877898662,2.3095648976810703,2.2200436722913355,0.08952122538973492,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 2, ""S001:T3"": 2}"
P00160,S001,C,7,64.0,0.161,168,1,510.0,432.0,1560.1750458620231,8.0,0.6792981792393071,2.5656145660855434,2.4683914592019223,0.09722310688362124,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 2, ""S001:T3"": 3}"
P00161,S001,C,8,78.0,0.188,210,1,540.0,468.0,1626.1750458620231,8.0,0.6255235455552258,2.9958116355581934,2.890886647180686,0.10492498837750754,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 2, ""S001:T3"": 4}"
P00162,S001,C,5,30.0,0.10800000000000001,1,1,450.0,360.0,1428.1750458620231,8.0,0.7386864135905693,2.0905086912754456,2.0119901537341196,0.0785185375413259,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 3}"
P00163,S001,C,6,44.0,0.135,8,1,480.0,396.0,1494.1750458620231,8.0,0.7212378336235672,2.230097331011463,2.1438769119762506,0.08622041903521221,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 3, ""S001:T3"": 1}"
P00164,S001,C,7,58.0,0.162,28,1,510.0,432.0,1560.1750458620231,8.0,0.6948497849448505,2.441201720441196,2.3472794199120974,0.09392230052909852,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 3, ""S001:T3"": 2}"
P00165,S001,C,8,72.0,0.189,56,1,540.0,468.0,1626.1750458620231,8.0,0.6524135403106405,2.7806916775148762,2.6790674954918914,0.10162418202298484,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T2"": 3, ""S001:T3"": 3}"
P00166,S001,A,3,12.0,0.059000000000000004,2,1,390.0,240.0,1310.9069627433817,4.5,0.7317064493265615,1.207320978030473,1.1386161406603423,0.06870483737013076,338.57681470502416,342.33014803835744,680.9069627433817,"{""S001:T0"": 2, ""S001:T1"": 1}"
P00167,S001,B,3,12.0,0.059000000000000004,2,1,390.0,240.0,1209.1061758262158,4.0,0.7525244413696783,0.9899022345212865,0.9256333417698046,0.0642688927514818,287.6764212464412,291.4297545797745,579.1061758262157,"{""S001:T0"": 2, ""S001:T1"": 1}"
P00168,S001,C,3,12.0,0.059000000000000004,2,1,390.0,288.0,1296.1750458620231,8.0,0.7527050022493831,1.9783599820049353,1.9097438635271775,0.06861611847775778,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1}"
P00169,S001,C,4,26.0,0.08600000000000001,16,1,420.0,324.0,1362.1750458620231,8.0,0.7425179932098365,2.059856054321308,1.983538054349664,0.0763179999716441,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T3"": 1}"
P00170,S001,C,5,40.0,0.113,56,1,450.0,360.0,1428.1750458620231,8.0,0.7269525520042659,2.184379583965873,2.1003597025003424,0.08401988146553041,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T3"": 2}"
P00171,S001,C,6,54.0,0.14,112,1,480.0,396.0,1494.1750458620231,8.0,0.7036004027610723,2.3711967779114214,2.2794750149520047,0.09172176295941672,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T3"": 3}"
P00172,S001,C,7,68.0,0.167,140,1,510.0,432.0,1560.1750458620231,8.0,0.6668974071169526,2.6648207430643795,2.5653970986110766,0.09942364445330304,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T3"": 4}"
P00173,S001,C,4,20.0,0.08700000000000001,6,1,420.0,324.0,1362.1750458620231,8.0,0.7474712865193069,2.0202297078455445,1.9472125142284231,0.07301719361712139,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 1}"
P00174,S001,C,5,34.0,0.114,48,1,450.0,360.0,1428.1750458620231,8.0,0.7343882092626164,2.124894325899069,2.044175250788061,0.0807190751110077,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 1}"
P00175,S001,C,6,48.0,0.14100000000000001,168,1,480.0,396.0,1494.1750458620231,8.0,0.7148152154644616,2.2814782762843073,2.193057319679413,0.08842095660489402,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 2}"
P00176,S001,C,7,62.0,0.168,336,1,510.0,432.0,1560.1750458620231,8.0,0.6848481009521692,2.521215192382646,2.4250923542838656,0.09612283809878032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 3}"
P00177,S001,C,8,76.0,0.195,420,1,540.0,468.0,1626.1750458620231,8.0,0.6352970561860677,2.9176235505114585,2.813798830918792,0.10382471959266666,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 1, ""S001:T3"": 4}"
P00178,S001,C,5,28.0,0.115,6,1,450.0,360.0,1428.1750458620231,8.0,0.740657870784402,2.074737033724784,1.997318764968299,0.077418268756485,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 2}"
P00179,S001,C,6,42.0,0.14200000000000002,48,1,480.0,396.0,1494.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 1}"
P00180,S001,C,7,56.0,0.169,168,1,510.0,432.0,1560.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 2}"
P00181,S001,C,8,70.0,0.196,336,1,540.0,468.0,1626.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 2, ""S001:T3"": 3}"
P00182,S001,C,6,36.0,0.14300000000000002,2,1,480.0,396.0,1494.1750458620231,8.0,0.7320489415604572,2.143608467516342,2.0617891236204935,0.0818193438958486,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 3}"
P00183,S001,C,7,50.0,0.17,16,1,510.0,432.0,1560.1750458620231,8.0,0.7113043877898662,2.3095648976810703,2.2200436722913355,0.08952122538973492,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 1}"
P00184,S001,C,8,64.0,0.197,56,1,540.0,468.0,1626.1750458620231,8.0,0.6792981792393071,2.5656145660855434,2.4683914592019223,0.09722310688362124,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 2}"
P00185,S001,C,9,78.0,0.224,112,1,570.0,504.0,1692.1750458620231,8.0,0.6255235455552258,2.9958116355581934,2.890886647180686,0.10492498837750754,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 1, ""S001:T2"": 3, ""S001:T3"": 3}"
P00186,S001,C,4,18.0,0.094,1,1,420.0,324.0,1362.1750458620231,8.0,0.7489235371679599,2.0086117026563204,1.93669477782404,0.07191692483228049,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2}"
P00187,S001,C,5,32.0,0.121,8,1,450.0,360.0,1428.1750458620231,8.0,0.7365984833782,2.1072121329744,2.0275933266482333,0.0796188063261668,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T3"": 1}"
P00188,S001,C,6,46.0,0.148,28,1,480.0,396.0,1494.1750458620231,8.0,0.7181214337451799,2.255028530038561,2.167707842218508,0.0873206878200531,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T3"": 2}"
P00189,S001,C,7,60.0,0.175,56,1,510.0,432.0,1560.1750458620231,8.0,0.6900202463075887,2.47983802953929,2.384815460225351,0.09502256931393943,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T3"": 3}"
P00190,S001,C,8,74.0,0.202,70,1,540.0,468.0,1626.1750458620231,8.0,0.6442260794377532,2.846191364497974,2.7434669136901486,0.10272445080782572,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T3"": 4}"
P00191,S001,C,5,26.0,0.122,3,1,450.0,360.0,1428.1750458620231,8.0,0.7425179932098365,2.059856054321308,1.983538054349664,0.0763179999716441,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 1}"
P00192,S001,C,6,40.0,0.149,24,1,480.0,396.0,1494.1750458620231,8.0,0.7269525520042659,2.184379583965873,2.1003597025003424,0.08401988146553041,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 1}"
P00193,S001,C,7,54.0,0.176,84,1,510.0,432.0,1560.1750458620231,8.0,0.7036004027610723,2.3711967779114214,2.2794750149520047,0.09172176295941672,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 2}"
P00194,S001,C,8,68.0,0.203,168,1,540.0,468.0,1626.1750458620231,8.0,0.6668974071169526,2.6648207430643795,2.5653970986110766,0.09942364445330304,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 1, ""S001:T3"": 3}"
P00195,S001,C,6,34.0,0.15,3,1,480.0,396.0,1494.1750458620231,8.0,0.7343882092626164,2.124894325899069,2.044175250788061,0.0807190751110077,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 2}"
P00196,S001,C,7,48.0,0.177,24,1,510.0,432.0,1560.1750458620231,8.0,0.7148152154644616,2.2814782762843073,2.193057319679413,0.08842095660489402,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 1}"
P00197,S001,C,8,62.0,0.20400000000000001,84,1,540.0,468.0,1626.1750458620231,8.0,0.6848481009521692,2.521215192382646,2.4250923542838656,0.09612283809878032,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 2}"
P00198,S001,C,9,76.0,0.231,168,1,570.0,504.0,1692.1750458620231,8.0,0.6352970561860677,2.9176235505114585,2.813798830918792,0.10382471959266666,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 2, ""S001:T3"": 3}"
P00199,S001,C,7,42.0,0.178,1,1,510.0,432.0,1560.1750458620231,8.0,0.7241776109050189,2.206579112759849,2.121458962509478,0.0851201502503713,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 3}"
P00200,S001,C,8,56.0,0.20500000000000002,8,1,540.0,468.0,1626.1750458620231,8.0,0.6993674925745017,2.4050600594039864,2.3122380276597285,0.09282203174425764,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 1}"
P00201,S001,C,9,70.0,0.232,28,1,570.0,504.0,1692.1750458620231,8.0,0.6599461370338009,2.7204309037295924,2.6199069904914483,0.10052391323814394,306.2725229310115,311.9025229310115,618.175045862023,"{""S001:T0"": 2, ""S001:T1"": 2, ""S001:T2"": 3, ""S001:T3"": 2}"
